YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2012,2012,ME,Maine,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.9,21.9,,,20.7,23.1,Overall,Overall,"(45.254228894000505, -68.98503133599962)",23,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,MI,Michigan,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,24.1,24.1,,,22.8,25.4,Overall,Overall,"(44.6613195430005, -84.71439026999968)",26,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,MN,Minnesota,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,19.2,19.2,,,18.2,20.2,Overall,Overall,"(46.35564873600049, -94.79420050299967)",27,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,MO,Missouri,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,24.5,24.5,,,22.9,26.2,Overall,Overall,"(38.635790776000476, -92.56630005299968)",29,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,24.2,24.2,,,22.7,25.7,Overall,Overall,"(32.745510099000455, -89.53803082499968)",28,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,MT,Montana,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.4,20.4,,,19.2,21.7,Overall,Overall,"(47.06652897200047, -109.42442064499971)",30,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,NC,North Carolina,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.2,21.2,,,20.2,22.3,Overall,Overall,"(35.466220975000454, -79.15925046299964)",37,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,ND,North Dakota,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,22.1,22.1,,,20.3,23.8,Overall,Overall,"(47.47531977900047, -100.11842104899966)",38,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,NE,Nebraska,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.2,20.2,,,19.3,21.1,Overall,Overall,"(41.6410409880005, -99.36572062299967)",31,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,NH,New Hampshire,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,18.2,18.2,,,16.6,19.8,Overall,Overall,"(43.65595011300047, -71.50036091999965)",33,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,NJ,New Jersey,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.8,17.8,,,16.8,18.8,Overall,Overall,"(40.13057004800049, -74.27369128799967)",34,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,NM,New Mexico,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20,20,,,18.8,21.2,Overall,Overall,"(34.52088095200048, -106.24058098499967)",35,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,NV,Nevada,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,18,18,,,16.4,19.7,Overall,Overall,"(39.493240390000494, -117.07184056399967)",32,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,NY,New York,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,16.4,16.4,,,15,17.8,Overall,Overall,"(42.82700103200045, -75.54397042699964)",36,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,OH,Ohio,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,23.9,23.9,,,22.8,25.1,Overall,Overall,"(40.06021014100048, -82.40426005599966)",39,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,OK,Oklahoma,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,23.7,23.7,,,22.4,25,Overall,Overall,"(35.47203135600046, -97.52107021399968)",40,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,OR,Oregon,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,18.1,18.1,,,16.6,19.7,Overall,Overall,"(44.56744942400047, -120.15503132599969)",41,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,PA,Pennsylvania,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,22.7,22.7,,,21.6,23.7,Overall,Overall,"(40.79373015200048, -77.86070029399963)",42,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,RI,Rhode Island,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,18.1,18.1,,,16.6,19.7,Overall,Overall,"(41.70828019300046, -71.52247031399963)",44,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,SC,South Carolina,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,23.1,23.1,,,21.9,24.3,Overall,Overall,"(33.998821303000454, -81.04537120699968)",45,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,SD,South Dakota,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,22.6,22.6,,,21,24.1,Overall,Overall,"(44.353130053000484, -100.3735306369997)",46,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,TN,Tennessee,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,25.4,25.4,,,23.8,27,Overall,Overall,"(35.68094058000048, -85.77449091399967)",47,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,TX,Texas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,18,18,,,16.9,19.2,Overall,Overall,"(31.827240407000488, -99.42677020599967)",48,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,10.2,10.2,,,9.5,11,Overall,Overall,"(39.360700171000474, -111.58713063499971)",49,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,VA,Virginia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,19,19,,,17.6,20.3,Overall,Overall,"(37.54268067400045, -78.45789046299967)",51,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,VT,Vermont,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.3,17.3,,,15.8,18.8,Overall,Overall,"(43.62538123900049, -72.51764079099962)",50,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,WA,Washington,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.4,17.4,,,16.4,18.3,Overall,Overall,"(47.52227862900048, -120.47001078999972)",53,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,WI,Wisconsin,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.7,20.7,,,18.9,22.4,Overall,Overall,"(44.39319117400049, -89.81637074199966)",55,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,WV,West Virginia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,29.9,29.9,,,28.3,31.5,Overall,Overall,"(38.66551020200046, -80.71264013499967)",54,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,WY,Wyoming,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,22.6,22.6,,,20.6,24.6,Overall,Overall,"(43.23554134300048, -108.10983035299967)",56,TOB,TOB1_2,AgeAdjPrev,OVERALL,OVR
2012,2012,AK,Alaska,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,20.8,20.8,,,17.3,24.4,Overall,Overall,"(64.84507995700051, -147.72205903599973)",2,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,AL,Alabama,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,27.3,27.3,,,24,30.5,Overall,Overall,"(32.84057112200048, -86.63186076199969)",1,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,AR,Arkansas,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,27.4,27.4,,,23.3,31.5,Overall,Overall,"(34.74865012400045, -92.27449074299966)",5,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,AZ,Arizona,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,14.7,14.7,,,11.6,17.8,Overall,Overall,"(34.865970280000454, -111.76381127699972)",4,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,CA,California,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,11,11,,,9.4,12.6,Overall,Overall,"(37.63864012300047, -120.99999953799971)",6,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,CO,Colorado,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,18,18,,,15.7,20.2,Overall,Overall,"(38.843840757000464, -106.13361092099967)",8,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,CT,Connecticut,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,16.8,16.8,,,14,19.7,Overall,Overall,"(41.56266102000046, -72.64984095199964)",9,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,DC,District of Columbia,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,17,17,,,12.4,21.6,Overall,Overall,"(38.907192, -77.036871)",11,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,DE,Delaware,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,21.3,21.3,,,17.7,24.9,Overall,Overall,"(39.008830667000495, -75.57774116799965)",10,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,FL,Florida,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,17.6,17.6,,,14.3,20.9,Overall,Overall,"(28.932040377000476, -81.92896053899966)",12,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,GA,Georgia,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,18.5,18.5,,,15.5,21.4,Overall,Overall,"(32.83968109300048, -83.62758034599966)",13,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,HI,Hawaii,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,15.5,15.5,,,12.7,18.3,Overall,Overall,"(21.304850435000446, -157.85774940299973)",15,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,IA,Iowa,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,20.6,20.6,,,17.6,23.5,Overall,Overall,"(42.46940091300047, -93.81649055599968)",19,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,IL,Illinois,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,18.2,18.2,,,14.6,21.8,Overall,Overall,"(40.48501028300046, -88.99771017799969)",17,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,ID,Idaho,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,21.5,21.5,,,17,26,Overall,Overall,"(43.682630005000476, -114.3637300419997)",16,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,IN,Indiana,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,25.2,25.2,,,22.4,28.1,Overall,Overall,"(39.766910452000445, -86.14996019399968)",18,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,KS,Kansas,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,21.5,21.5,,,19.2,23.9,Overall,Overall,"(38.34774030000045, -98.20078122699965)",20,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,KY,Kentucky,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,32.7,32.7,,,29.5,35.8,Overall,Overall,"(31.31266064400046, -92.44568007099969)",21,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,MA,Massachusetts,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,17.7,17.7,,,15.8,19.7,Overall,Overall,"(42.27687047000046, -72.08269067499964)",25,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,LA,Louisiana,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,25,25,,,21.7,28.2,Overall,Overall,"(31.31266064400046, -92.44568007099969)",22,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,MD,Maryland,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,16.2,16.2,,,13.4,19.1,Overall,Overall,"(39.29058096400047, -76.60926011099963)",24,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,ME,Maine,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,23.9,23.9,,,21.1,26.7,Overall,Overall,"(45.254228894000505, -68.98503133599962)",23,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,MI,Michigan,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,29.1,29.1,,,26,32.2,Overall,Overall,"(44.6613195430005, -84.71439026999968)",26,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,MN,Minnesota,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,19.5,19.5,,,17.2,21.8,Overall,Overall,"(46.35564873600049, -94.79420050299967)",27,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,MO,Missouri,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,25.4,25.4,,,21.9,29,Overall,Overall,"(38.635790776000476, -92.56630005299968)",29,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,MS,Mississippi,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,23,23,,,19.8,26.3,Overall,Overall,"(32.745510099000455, -89.53803082499968)",28,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,MT,Montana,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,24.6,24.6,,,21.5,27.7,Overall,Overall,"(47.06652897200047, -109.42442064499971)",30,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,NC,North Carolina,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,22.4,22.4,,,20.2,24.7,Overall,Overall,"(35.466220975000454, -79.15925046299964)",37,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,ND,North Dakota,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,22.7,22.7,,,18.6,26.8,Overall,Overall,"(47.47531977900047, -100.11842104899966)",38,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,NE,Nebraska,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,22.3,22.3,,,20.3,24.4,Overall,Overall,"(41.6410409880005, -99.36572062299967)",31,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,NH,New Hampshire,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,17.4,17.4,,,13.9,21,Overall,Overall,"(43.65595011300047, -71.50036091999965)",33,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,NJ,New Jersey,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,16.5,16.5,,,14.3,18.6,Overall,Overall,"(40.13057004800049, -74.27369128799967)",34,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,NM,New Mexico,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,19.4,19.4,,,16.9,21.8,Overall,Overall,"(34.52088095200048, -106.24058098499967)",35,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,NV,Nevada,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,14.7,14.7,,,11.8,17.6,Overall,Overall,"(39.493240390000494, -117.07184056399967)",32,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,NY,New York,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,13.8,13.8,,,11.3,16.3,Overall,Overall,"(42.82700103200045, -75.54397042699964)",36,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,OH,Ohio,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,27.3,27.3,,,24.7,29.9,Overall,Overall,"(40.06021014100048, -82.40426005599966)",39,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,OK,Oklahoma,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,26.3,26.3,,,23.4,29.3,Overall,Overall,"(35.47203135600046, -97.52107021399968)",40,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,OR,Oregon,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,19.8,19.8,,,16.2,23.3,Overall,Overall,"(44.56744942400047, -120.15503132599969)",41,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,PA,Pennsylvania,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,26.1,26.1,,,23.7,28.5,Overall,Overall,"(40.79373015200048, -77.86070029399963)",42,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,RI,Rhode Island,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,19.4,19.4,,,16,22.8,Overall,Overall,"(41.70828019300046, -71.52247031399963)",44,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,SC,South Carolina,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,23.6,23.6,,,21.1,26.2,Overall,Overall,"(33.998821303000454, -81.04537120699968)",45,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,SD,South Dakota,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,24.9,24.9,,,21.7,28.1,Overall,Overall,"(44.353130053000484, -100.3735306369997)",46,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,TN,Tennessee,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,25.2,25.2,,,22.1,28.4,Overall,Overall,"(35.68094058000048, -85.77449091399967)",47,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,TX,Texas,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,13.1,13.1,,,11,15.2,Overall,Overall,"(31.827240407000488, -99.42677020599967)",48,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,UT,Utah,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,10.5,10.5,,,9,12.1,Overall,Overall,"(39.360700171000474, -111.58713063499971)",49,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,VA,Virginia,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,17.1,17.1,,,14.4,19.8,Overall,Overall,"(37.54268067400045, -78.45789046299967)",51,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,VT,Vermont,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,20.3,20.3,,,16.7,23.8,Overall,Overall,"(43.62538123900049, -72.51764079099962)",50,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,WA,Washington,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,17.8,17.8,,,15.7,19.9,Overall,Overall,"(47.52227862900048, -120.47001078999972)",53,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,WV,West Virginia,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,38.4,38.4,,,34.5,42.2,Overall,Overall,"(38.66551020200046, -80.71264013499967)",54,TOB,TOB1_3,CrdPrev,OVERALL,OVR
2012,2012,WI,Wisconsin,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,24.1,24.1,,,20,28.2,Overall,Overall,"(44.39319117400049, -89.81637074199966)",55,TOB,TOB1_3,CrdPrev,OVERALL,OVR
